1 1 1
3 1 1
5 1 1
7 1 1
9 1 1
11 1 1
13 1 1
15 1 1
17 1 1
19 1 1
21 1 1
23 1 1
25 1 1
27 1 1
29 1 1
31 1 1
33 1 1
35 1 1
37 1 1
39 1 1
41 1 1
43 1 1
45 1 1
47 1 1
49 1 1
51 1 1
53 1 1
55 1 1
57 1 1
59 1 1
61 1 1
63 1 1
65 1 1
67 1 1
69 1 1
71 1 1
73 1 1
75 1 1
77 1 1
79 1 1
81 1 1
83 1 1
85 1 1
87 1 1
89 1 1
91 1 1
93 1 1
95 1 1
97 1 1
99 1 1
101 1 1
103 1 1
105 1 1
107 1 1
109 1 1
111 1 1
113 1 1
115 1 1
117 1 1
119 1 1
121 1 1
123 1 1
125 1 1
127 1 1
129 1 1
131 1 1
133 1 1
135 1 1
137 1 1
139 1 1
141 1 1
143 1 1
145 1 1
147 1 1
149 1 1
151 1 1
153 1 1
155 1 1
157 1 1
159 1 1
161 1 1
163 1 1
165 1 1
167 1 1
169 1 1
171 1 1
173 1 1
175 1 1
177 1 1
179 1 1
181 1 1
183 1 1
185 1 1
187 1 1
189 1 1
191 1 1
193 1 1
195 1 1
197 1 1
199 1 1
1 3 1
3 3 1
5 3 1
7 3 1
9 3 1
11 3 1
13 3 1
15 3 1
17 3 1
19 3 1
21 3 1
23 3 1
25 3 1
27 3 1
29 3 1
31 3 1
33 3 1
35 3 1
37 3 1
39 3 1
41 3 1
43 3 1
45 3 1
47 3 1
49 3 1
51 3 1
53 3 1
55 3 1
57 3 1
59 3 1
61 3 1
63 3 1
65 3 1
67 3 1
69 3 1
71 3 1
73 3 1
75 3 1
77 3 1
79 3 1
81 3 1
83 3 1
85 3 1
87 3 1
89 3 1
91 3 1
93 3 1
95 3 1
97 3 1
99 3 1
101 3 1
103 3 1
105 3 1
107 3 1
109 3 1
111 3 1
113 3 1
115 3 1
117 3 1
119 3 1
121 3 1
123 3 1
125 3 1
127 3 1
129 3 1
131 3 1
133 3 1
135 3 1
137 3 1
139 3 1
141 3 1
143 3 1
145 3 1
147 3 1
149 3 1
151 3 1
153 3 1
155 3 1
157 3 1
159 3 1
161 3 1
163 3 1
165 3 1
167 3 1
169 3 1
171 3 1
173 3 1
175 3 1
177 3 1
179 3 1
181 3 1
183 3 1
185 3 1
187 3 1
189 3 1
191 3 1
193 3 1
195 3 1
197 3 1
199 3 1
1 5 1
3 5 1
5 5 1
7 5 1
9 5 1
11 5 1
13 5 1
15 5 1
17 5 1
19 5 1
21 5 1
23 5 1
25 5 1
27 5 1
29 5 1
31 5 1
